,property_type,district,land_m2,property_m2,year,unit_level,freehold,price_m2,mall_count,school_count,park_count,river_count,lake_count,rail_station_count,incoming_ridership_within_1km,outgoing_ridership_within_1km,total_ridership_within_1km,walk_dist_to_mall,walk_dist_to_school,walk_dist_to_park,walk_dist_to_river,walk_dist_to_lake,walk_dist_to_rail_station,dist_to_mall,dist_to_school,dist_to_park,dist_to_river,dist_to_lake,dist_to_rail_station,transit,market_cluster_id
26214,condominium/apartment,petaling,80.0,80.0,2024,2,1,4625.0,8,10,11,0,0,3,150634,149638,300272,0.22,0.322,0.481,2.182,2.956,0.146,0.0,0.071,0.57,2.646,5.667,0.146,1,PE_066
25219,condominium/apartment,petaling,92.0,92.0,2025,18,1,6847.83,3,4,2,1,0,0,0,0,0,1.213,0.733,0.691,1.01,2.337,2.431,1.1,0.596,0.523,0.926,2.389,2.476,1,PE_065
18173,2 - 2 1/2 storey terraced,petaling,153.29,114.0,2023,0,1,4385.96,2,7,1,0,1,1,43415,41534,84949,0.583,0.37,1.204,2.794,4.004,0.756,0.82,0.365,2.018,3.4,6.63,0.0,1,PE_072
58451,1 - 1 1/2 storey terraced,klang,132.0,125.0,2024,0,0,3696.0,0,1,5,0,0,0,0,0,0,1.856,1.22,1.144,5.348,6.465,7.988,1.814,1.11,0.747,5.776,5.984,7.755,0,KL_067
25716,flat,petaling,104.0,104.0,2023,5,1,1826.92,12,9,22,3,5,4,0,90604,90604,1.32,1.032,0.786,3.493,3.068,2.153,1.204,1.366,0.594,4.274,2.533,3.342,1,PE_071
65900,detached,hulu langat,502.77,240.0,2024,0,1,4950.0,2,5,7,0,0,0,0,0,0,1.001,1.401,1.081,2.544,5.665,8.56,1.094,1.366,1.308,2.853,5.785,8.618,0,HU_023
20788,1 - 1 1/2 storey terraced,klang,111.0,65.0,2024,0,1,7692.31,2,0,4,5,1,0,0,0,0,0.683,2.381,0.805,0.948,1.432,3.688,0.593,2.488,0.92,1.134,3.894,4.226,1,KL_018
11348,flat,kuala lumpur,6.1,6.1,2023,4,1,37704.92,9,7,11,1,1,0,0,0,0,0.206,0.672,0.574,1.953,1.707,3.107,0.639,0.572,0.252,2.008,1.915,3.342,1,KU_041
53742,detached,petaling,529.1,290.0,2025,0,1,8620.69,0,0,2,0,2,0,0,0,0,2.011,2.711,1.141,4.821,1.884,9.056,2.15,2.757,1.203,7.67,0.664,9.121,0,PE_014
52752,low-cost house,petaling,130.07,64.0,2023,0,0,4375.0,3,4,2,3,0,0,0,0,0,0.48,0.722,0.172,0.844,3.597,8.527,0.48,0.382,0.093,0.844,4.202,7.758,0,PE_014
21888,condominium/apartment,petaling,79.15,79.15,2023,11,0,2274.16,1,1,6,2,1,2,152429,146626,299055,0.194,1.464,0.782,1.183,1.328,0.776,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_062
16789,condominium/apartment,petaling,95.0,95.0,2023,11,0,5221.05,8,3,7,1,0,2,273760,249582,523342,0.727,1.074,1.64,2.614,2.641,0.743,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_070
9998,condominium/apartment,kuala lumpur,5.8,5.8,2023,2,0,34482.76,7,4,3,1,1,1,0,39593,39593,0.573,1.24,1.029,2.656,2.362,4.267,0.516,0.969,0.924,2.844,4.423,4.392,1,KU_031
3008,2 - 2 1/2 storey terraced,hulu langat,127.0,126.0,2023,0,1,6507.94,7,2,1,1,0,0,0,0,0,0.579,0.963,0.617,2.111,3.742,3.161,1.081,2.198,2.269,2.106,3.741,3.92,1,HU_015
23187,condominium/apartment,petaling,91.0,91.0,2023,3,0,3516.48,9,2,8,4,0,0,0,0,0,0.573,2.027,0.117,4.298,3.284,2.864,0.654,2.294,0.116,4.686,3.562,3.115,1,PE_074
6633,low-cost flat,putrajaya,6.5,6.5,2023,7,1,46153.85,2,6,11,0,1,2,0,61501,61501,0.83,0.435,0.709,21.0,0.709,0.546,1.238,0.228,0.871,21.0,0.871,0.968,1,PU_080
43552,2 - 2 1/2 storey terraced,hulu langat,208.0,189.0,2023,0,1,5291.01,0,0,10,1,0,0,0,0,0,1.973,3.097,0.497,0.481,4.146,5.644,1.715,3.786,0.493,2.429,3.979,5.575,0,HU_027
65881,detached,gombak,222.97,139.0,2024,0,0,3237.41,2,0,6,0,1,0,0,0,0,1.417,2.839,0.411,0.697,0.761,7.335,0.436,0.602,0.0,0.0,0.0,6.298,0,GO_003
30479,condominium/apartment,hulu langat,100.0,100.0,2024,6,0,3750.0,14,9,4,1,0,1,152749,124520,277269,0.37,0.561,1.167,2.765,4.186,1.067,0.626,0.95,0.677,2.706,4.128,2.097,1,HU_012
28480,condominium/apartment,hulu langat,92.0,92.0,2023,11,1,3967.39,4,1,0,1,0,0,0,0,0,1.907,1.617,2.057,2.665,6.141,4.451,1.755,1.457,2.646,2.716,4.605,5.282,1,HU_013
19593,2 - 2 1/2 storey terraced,petaling,205.0,153.0,2023,0,1,7647.06,3,1,4,2,0,2,69256,65217,134473,0.916,0.907,1.673,3.681,3.811,2.659,1.001,3.443,3.646,3.768,8.771,3.755,1,PE_073
47810,2 - 2 1/2 storey terraced,hulu selangor,100.0,89.0,2024,0,1,3595.51,3,3,0,7,0,0,0,0,0,0.603,1.471,4.548,1.393,2.511,21.0,0.721,1.239,4.717,1.531,3.663,28.143,0,HU_039
49271,2 - 2 1/2 storey terraced,sepang,118.0,109.0,2023,0,1,5045.87,0,0,7,0,6,0,0,0,0,1.936,5.461,0.174,17.047,0.0,48.907,1.866,5.483,0.0,17.178,0.0,53.806,0,SE_107
68636,condominium/apartment,kuala lumpur,37.0,37.0,2023,9,1,52162.16,7,6,6,8,0,0,0,0,0,0.926,0.29,1.025,0.076,3.873,5.733,0.013,0.679,0.936,0.0,5.761,5.755,0,KU_115
15315,condominium/apartment,kuala lumpur,7.6,7.6,2024,2,1,164473.68,5,3,4,0,1,5,1118217,1417476,2535693,0.783,0.675,0.748,1.809,1.482,0.437,0.7,0.836,0.421,1.598,1.657,0.629,1,KU_044
24580,2 - 2 1/2 storey terraced,kuala lumpur,174.0,139.0,2024,0,1,11510.79,8,13,4,1,0,1,208849,210827,419676,0.234,0.564,0.942,2.535,2.384,1.204,0.192,0.603,0.949,2.773,3.462,2.533,1,KU_029
46231,2 - 2 1/2 storey terraced,kuala selangor,205.0,143.0,2023,0,1,4524.48,0,0,1,1,0,0,0,0,0,2.944,3.859,0.568,4.215,9.814,21.0,3.566,4.508,1.137,10.239,11.059,21.0,0,KU_073
18938,condominium/apartment,kuala lumpur,8.7,8.7,2024,18,0,51724.14,9,8,4,2,1,0,0,0,0,0.138,0.889,0.67,1.841,1.345,3.271,0.168,1.167,0.914,2.091,3.67,3.64,1,KU_045
44538,2 - 2 1/2 storey terraced,klang,113.0,95.0,2023,0,0,3578.95,0,0,0,0,0,0,0,0,0,4.738,4.107,4.266,1.969,10.751,13.713,4.764,4.812,5.307,1.108,11.273,13.856,0,KL_066
39413,1 - 1 1/2 storey terraced,klang,120.77,84.0,2023,0,1,3988.1,4,2,1,0,0,0,0,0,0,0.49,0.964,1.843,6.271,2.425,5.993,0.567,0.896,2.703,6.678,3.784,6.079,0,KL_055
842,1 - 1 1/2 storey terraced,klang,111.0,74.0,2023,0,1,5000.0,5,0,0,1,0,0,0,0,0,0.446,1.629,1.451,1.326,3.204,2.617,0.49,1.881,1.757,1.221,5.558,3.183,1,KL_021
34690,condominium/apartment,kuala lumpur,13.5,13.5,2025,13,1,61481.48,5,10,2,10,0,0,0,0,0,0.0,0.64,2.222,1.632,4.234,4.476,0.0,0.812,2.704,1.709,3.615,4.233,1,KU_032
47725,2 - 2 1/2 storey terraced,hulu selangor,169.0,114.0,2024,0,1,4728.07,2,2,0,8,1,0,0,0,0,1.206,0.456,5.355,1.34,2.004,21.0,1.344,0.276,5.427,1.352,3.084,28.143,0,HU_039
12141,flat,kuala lumpur,6.2,6.2,2023,3,0,32258.06,6,15,9,9,0,2,351198,337456,688654,0.67,0.765,0.053,1.037,2.401,0.928,0.466,0.347,0.77,0.816,2.148,1.233,1,KU_034
21837,2 - 2 1/2 storey semi-detached,kuala lumpur,300.0,297.28,2024,0,1,5045.75,8,4,2,3,1,0,0,0,0,0.683,0.854,1.198,3.077,1.598,2.054,0.619,0.656,1.292,3.019,3.36,4.035,1,KU_031
22541,2 - 2 1/2 storey terraced,hulu langat,130.0,130.0,2024,0,0,2307.69,9,4,5,3,0,0,0,0,0,0.614,0.126,0.637,1.528,2.95,1.6,0.398,0.794,0.559,1.618,3.117,1.53,1,HU_015
45851,2 - 2 1/2 storey terraced,kuala langat,293.0,85.0,2023,0,0,5647.06,0,0,0,0,0,0,0,0,0,3.766,3.874,4.571,9.983,4.429,13.465,3.834,3.634,4.581,10.27,5.631,24.44,0,KU_006
890,1 - 1 1/2 storey terraced,klang,139.35,93.0,2023,0,1,3225.81,4,8,6,1,0,0,0,0,0,0.619,0.694,0.475,3.322,6.79,1.981,0.619,0.16,1.95,3.736,8.011,2.841,1,KL_022
62073,2 - 2 1/2 storey terraced,klang,134.0,100.0,2024,0,1,3500.0,3,3,0,0,0,0,0,0,0,0.775,1.105,5.673,10.057,6.781,7.762,0.727,1.342,6.195,10.361,8.178,7.754,0,KL_065
52506,flat,hulu langat,69.68,69.68,2024,1,0,2870.26,1,4,2,12,0,0,0,0,0,1.002,0.468,0.462,1.147,5.1,8.692,1.39,0.444,0.525,1.354,5.538,9.289,0,HU_025
18285,flat,kuala lumpur,8.5,8.5,2024,2,0,23529.41,7,4,2,1,1,1,0,56058,56058,0.239,0.348,0.59,4.301,0.552,0.6,0.408,0.563,0.857,2.237,2.489,3.804,1,KU_031
42053,2 - 2 1/2 storey terraced,gombak,294.0,139.0,2023,0,0,4489.21,0,0,0,0,0,0,0,0,0,1.604,4.815,3.284,3.211,6.498,23.75,2.316,4.942,3.841,4.0,6.173,44.029,0,GO_002
10240,condominium/apartment,klang,60.0,60.0,2023,3,1,3166.67,7,5,5,0,0,0,0,0,0,0.319,1.481,0.816,2.672,4.769,2.018,0.44,1.691,1.338,3.024,4.867,2.785,1,KL_022
10417,low-cost flat,kuala lumpur,6.0,6.0,2023,8,0,46666.67,6,6,5,1,0,2,140440,130341,270781,0.453,0.456,0.916,2.877,2.197,0.861,0.754,0.0,1.409,3.514,2.713,1.814,1,KU_048
625,1 - 1 1/2 storey terraced,klang,183.94,114.0,2023,0,1,4736.84,7,8,3,5,0,1,0,0,0,0.836,0.589,1.149,1.033,2.833,1.494,0.853,0.301,1.165,1.033,2.833,2.092,1,KL_021
28661,condominium/apartment,hulu langat,92.14,92.14,2023,16,0,3038.85,1,3,0,28,0,0,0,0,0,1.283,1.264,1.813,0.373,6.134,2.282,1.448,1.294,1.891,0.391,6.213,2.276,1,HU_010
16717,condominium/apartment,kuala lumpur,8.0,8.0,2023,23,1,45625.0,15,22,3,0,0,3,280440,281203,561643,0.117,0.388,0.884,2.331,2.117,0.55,0.022,0.537,1.322,2.845,2.229,1.275,1,KU_044
9459,condominium/apartment,petaling,92.8,92.8,2023,8,0,4364.22,7,10,4,2,0,0,0,0,0,0.083,0.251,0.8,2.141,2.907,3.575,0.083,0.118,0.8,2.632,3.339,2.467,1,PE_062
44616,2 - 2 1/2 storey terraced,klang,150.0,128.0,2023,0,1,6148.44,0,1,2,4,0,0,0,0,0,3.363,2.499,1.468,1.618,2.999,8.447,3.337,3.04,1.508,1.761,3.002,8.616,0,KL_063
11793,condominium/apartment,petaling,142.0,142.0,2024,5,0,6901.41,10,5,1,3,0,2,96049,97131,193180,0.485,1.133,1.648,0.266,2.222,0.442,1.934,2.14,2.146,2.945,6.382,2.513,1,PE_062
15806,2 - 2 1/2 storey terraced,petaling,167.0,128.0,2023,0,0,6875.0,11,3,8,6,0,1,105084,103510,208594,0.709,0.525,0.44,0.112,2.269,0.912,0.214,0.481,0.481,0.037,2.275,2.102,1,PE_075
67643,town house,hulu langat,85.0,85.0,2024,1,1,3411.76,2,2,0,3,0,0,0,0,0,0.11,0.746,3.163,1.208,5.783,5.884,1.112,0.84,3.384,0.973,6.195,7.265,0,HU_025
47790,2 - 2 1/2 storey terraced,hulu selangor,130.0,111.0,2024,0,1,3963.96,2,2,1,12,0,0,0,0,0,1.504,1.171,0.345,0.159,3.159,21.0,1.411,0.926,0.304,0.32,3.422,28.143,0,HU_051
61733,2 - 2 1/2 storey terraced,klang,153.0,149.0,2024,0,1,4697.99,2,3,7,1,1,0,0,0,0,0.95,0.559,0.301,1.257,2.419,10.086,0.711,0.293,0.301,3.596,2.561,10.144,0,KL_070
48646,2 - 2 1/2 storey terraced,sepang,230.82,126.0,2023,0,0,5698.41,1,5,2,3,0,0,0,0,0,0.452,0.874,0.823,1.316,6.618,21.457,0.63,0.655,1.05,1.684,6.262,22.427,0,SE_114
67715,2 - 2 1/2 storey semi-detached,petaling,297.68,175.0,2024,0,1,10685.71,0,0,0,0,0,0,0,0,0,2.811,2.68,2.37,3.721,3.077,10.171,4.333,3.126,2.402,3.799,4.272,14.314,0,PE_014
41088,1 - 1 1/2 storey terraced,sabak bernam,121.0,100.0,2023,0,1,2800.0,0,1,0,1,0,0,0,0,0,3.312,2.081,3.804,12.065,20.265,1.31,3.296,1.63,3.651,3.498,19.856,2.319,0,SA_095
16379,detached,petaling,900.2,462.0,2023,0,0,8658.01,2,3,3,7,0,0,0,0,0,0.765,0.231,1.25,1.132,1.703,1.559,0.645,0.093,1.251,1.437,1.739,2.84,1,PE_075
55644,condominium/apartment,gombak,79.0,79.0,2023,0,1,3886.08,2,4,0,2,0,0,0,0,0,1.207,0.249,1.758,0.771,3.934,15.422,1.391,0.279,1.903,0.738,4.11,22.643,0,GO_004
38849,1 - 1 1/2 storey terraced,gombak,149.0,129.0,2023,0,0,2868.22,3,4,1,1,1,0,0,0,0,1.366,1.091,1.438,2.082,2.593,18.998,2.539,2.35,1.813,3.035,3.137,37.934,0,GO_001
41630,2 - 2 1/2 storey semi-detached,hulu langat,261.8,195.0,2023,0,1,4256.41,0,1,1,4,0,0,0,0,0,3.655,2.595,2.244,4.394,6.779,13.94,3.701,2.886,1.808,4.287,7.176,13.943,0,HU_035
12622,condominium/apartment,kuala lumpur,6.5,6.5,2025,14,1,38461.54,3,8,4,2,1,2,0,39638,39638,0.376,0.965,0.722,2.216,1.251,0.117,0.445,0.952,1.048,2.617,1.784,0.729,1,KU_047
39026,1 - 1 1/2 storey terraced,hulu langat,139.0,96.0,2023,0,1,4687.5,1,2,3,1,0,0,0,0,0,1.634,1.217,1.062,3.266,5.581,8.166,1.635,1.327,1.984,4.106,6.338,8.63,0,HU_023
23072,2 - 2 1/2 storey terraced,hulu langat,151.0,130.0,2024,0,1,5846.15,6,5,2,1,0,0,0,0,0,0.463,0.331,1.765,2.82,2.169,3.152,0.431,0.733,1.853,3.904,2.502,3.632,1,HU_016
65828,2 - 2 1/2 storey terraced,hulu selangor,130.0,106.0,2024,0,1,3301.89,1,2,0,7,1,0,0,0,0,1.217,1.836,6.06,0.637,1.117,21.0,1.15,1.643,6.105,0.606,2.159,28.143,0,HU_039
53460,2 - 2 1/2 storey terraced,petaling,141.0,133.0,2024,0,0,4661.65,0,0,0,3,2,0,0,0,0,2.903,2.752,4.745,1.269,1.558,10.994,3.377,2.492,6.65,2.097,2.362,12.622,0,PE_014
64048,condominium/apartment,gombak,92.0,92.0,2024,3,1,3260.87,0,0,1,15,1,0,0,0,0,2.17,1.767,1.475,0.225,1.84,8.836,0.0,0.0,0.0,0.0,0.866,3.385,0,GO_003
17931,condominium/apartment,klang,84.0,84.0,2024,3,1,4702.38,4,6,14,3,0,0,0,0,0,0.598,1.272,0.637,1.021,2.863,1.905,0.847,1.512,0.456,0.0,3.035,2.93,1,KL_019
39598,1 - 1 1/2 storey terraced,klang,271.0,81.0,2023,0,0,7037.04,0,0,2,0,0,0,0,0,0,2.443,2.676,0.519,6.836,7.321,7.598,2.61,2.758,0.579,7.015,7.355,7.81,0,KL_067
7119,flat,petaling,70.0,70.0,2023,4,0,3857.14,22,5,10,3,0,1,0,0,0,1.07,0.844,1.053,1.063,2.884,1.326,0.854,0.741,0.852,0.927,2.966,1.704,1,PE_078
22292,2 - 2 1/2 storey terraced,gombak,153.0,130.0,2024,0,0,4846.15,3,3,1,3,0,0,0,0,0,1.962,1.621,2.071,0.694,2.819,4.874,0.0,0.166,0.342,0.0,0.489,6.148,1,GO_003
16409,condominium/apartment,gombak,83.0,83.0,2023,1,1,3433.73,1,2,2,0,0,0,0,0,0,2.189,0.296,0.134,2.887,4.365,4.705,2.098,0.126,0.134,2.834,4.385,38.992,1,GO_005
2059,2 - 2 1/2 storey semi-detached,kuala lumpur,375.0,345.0,2023,0,1,14057.97,3,4,2,0,0,0,0,0,0,0.479,0.807,0.485,2.565,4.708,3.513,0.887,0.953,0.61,2.72,3.725,3.419,1,KU_047
19647,town house,hulu langat,79.0,79.0,2023,1,0,4177.22,5,5,1,0,0,0,0,0,0,0.486,0.277,0.654,1.959,5.741,3.83,0.494,0.319,0.662,2.186,5.791,4.066,1,HU_015
28171,condominium/apartment,petaling,71.0,71.0,2024,2,0,4507.04,3,2,10,0,1,0,0,0,0,0.0,1.115,0.536,3.188,1.114,4.865,0.345,1.212,0.378,3.397,1.279,4.637,1,PE_063
57539,1 - 1 1/2 storey semi-detached,kuala langat,236.0,116.0,2024,0,0,4224.14,0,1,2,0,0,0,0,0,0,2.676,1.89,2.686,6.997,8.222,13.465,2.627,1.701,2.686,7.554,9.424,24.44,0,KU_006
52545,condominium/apartment,gombak,70.0,70.0,2023,10,0,3571.43,1,3,1,1,1,0,0,0,0,0.443,1.075,1.888,3.723,1.579,9.611,0.452,2.188,3.082,3.739,1.643,36.251,0,GO_001
50404,low-cost flat,gombak,61.0,61.0,2023,1,1,3606.56,5,1,5,0,0,0,0,0,0,1.283,0.822,1.125,4.033,8.765,11.349,4.111,0.0,5.784,2.737,2.57,41.483,0,GO_000
56794,low-cost house,klang,246.0,104.0,2023,0,1,7019.23,4,2,4,0,0,0,0,0,0,0.81,0.276,1.209,5.45,1.791,5.268,0.558,0.236,2.44,6.018,3.249,5.419,0,KL_055
52080,low-cost flat,sepang,67.0,67.0,2024,2,0,1597.01,4,6,0,2,2,0,0,0,0,0.147,0.639,4.157,3.086,1.453,12.152,0.292,0.702,4.51,3.273,1.598,13.272,0,SE_100
65702,condominium/apartment,petaling,12.0,12.0,2024,20,1,31666.67,2,0,2,0,1,0,0,0,0,1.444,3.904,1.223,4.861,0.945,11.013,1.533,4.093,1.328,5.926,2.22,12.351,0,PE_014
39475,1 - 1 1/2 storey terraced,klang,133.0,82.0,2023,0,1,3048.78,2,1,0,0,0,0,0,0,0,0.383,1.375,7.144,4.396,12.471,13.459,0.348,1.479,7.316,4.574,12.623,12.617,0,KL_059
49701,low-cost flat,kuala langat,45.0,45.0,2023,3,0,3111.11,1,1,0,0,0,0,0,0,0,1.134,1.336,6.948,6.787,10.781,13.465,1.472,1.297,7.085,5.453,12.174,24.44,0,KU_006
10708,low-cost flat,klang,60.0,60.0,2024,4,1,2500.0,7,5,5,0,0,0,0,0,0,0.319,1.481,0.816,2.672,4.769,2.018,0.44,1.691,1.338,3.024,4.867,2.785,1,KL_022
28828,condominium/apartment,kuala lumpur,9.3,9.3,2023,3,1,37634.41,6,5,8,5,0,0,0,0,0,0.655,0.388,0.073,1.173,2.327,2.843,0.624,0.346,0.084,1.187,2.422,3.849,1,KU_041
62967,2 - 2 1/2 storey terraced,petaling,130.06,105.0,2023,0,0,6095.24,3,2,9,4,1,0,0,0,0,1.162,1.861,0.797,3.451,1.998,5.61,1.22,1.658,0.606,3.456,1.871,5.511,0,PE_019
34048,condominium/apartment,kuala lumpur,12.6,12.6,2024,35,1,76984.13,5,9,10,2,3,0,0,0,0,0.351,0.34,0.183,0.146,0.466,4.069,0.475,0.498,0.016,0.336,0.498,4.412,1,KU_035
20834,1 - 1 1/2 storey terraced,klang,111.0,72.0,2024,0,1,5555.56,2,8,1,2,0,0,0,0,0,1.226,1.467,2.084,2.795,6.199,2.917,1.217,0.777,2.112,3.134,6.971,3.279,1,KL_021
41186,1 - 1 1/2 storey terraced,sepang,121.0,84.0,2023,0,1,2976.19,0,0,1,0,6,0,0,0,0,5.007,4.107,0.0,7.498,3.763,15.246,5.018,4.118,0.0,8.061,1.333,18.06,0,SE_108
1685,1 - 1 1/2 storey terraced,sepang,265.0,77.0,2023,0,0,6493.51,0,0,8,0,0,0,0,0,0,1.301,3.145,0.0,1.763,4.23,1.35,1.417,4.097,0.0,1.988,4.518,2.19,1,SE_055
50856,2 - 2 1/2 storey terraced,petaling,153.0,153.0,2023,0,1,7143.79,2,2,7,0,0,0,0,0,0,0.421,1.522,1.661,7.524,4.587,8.292,7.322,7.903,16.23,11.976,12.97,18.926,0,PE_014
60227,2 - 2 1/2 storey terraced,gombak,74.0,72.0,2024,0,1,5277.78,4,4,2,1,1,0,0,0,0,0.331,1.586,0.245,1.424,0.629,5.315,0.256,1.545,0.363,2.119,0.622,4.396,0,GO_000
59751,2 - 2 1/2 storey semi-detached,kuala selangor,237.0,185.0,2024,0,0,5567.57,2,0,2,0,1,0,0,0,0,1.314,3.611,0.812,6.305,0.977,21.0,1.98,3.943,1.457,8.016,1.479,21.0,0,KU_081
19516,2 - 2 1/2 storey terraced,petaling,133.0,130.0,2023,0,1,5653.85,2,5,13,3,0,1,75114,65285,140399,0.916,0.318,0.151,1.854,3.449,1.569,0.99,0.32,0.162,1.219,1.721,1.514,1,PE_073
27286,flat,petaling,57.69,57.69,2023,1,0,2253.42,1,2,8,0,0,0,0,0,0,0.8,0.758,0.205,2.214,2.647,3.505,0.8,0.966,0.205,3.231,2.806,3.388,1,PE_063
36470,condominium/apartment,petaling,79.0,79.0,2023,4,0,3797.47,5,13,19,2,0,0,0,0,0,0.493,1.087,0.355,1.279,3.393,4.818,0.493,1.096,0.393,1.716,2.111,7.812,1,PE_077
15241,condominium/apartment,gombak,7.6,7.6,2023,6,0,36842.11,2,2,0,0,0,0,0,0,0,1.012,1.152,1.75,2.816,4.238,1.79,1.03,1.109,1.787,3.364,4.786,3.638,1,GO_007
61517,2 - 2 1/2 storey terraced,klang,176.0,127.0,2024,0,0,3937.01,1,0,0,0,0,0,0,0,0,1.482,2.126,2.868,5.977,3.826,6.942,1.276,1.891,3.553,6.237,4.622,6.725,0,KL_055
59719,2 - 2 1/2 storey semi-detached,kuala lumpur,316.0,288.0,2024,0,1,14930.56,6,3,3,3,0,0,0,0,0,0.546,0.614,0.838,0.587,4.13,5.199,0.208,0.469,1.226,0.589,5.551,5.716,0,KU_133
22215,condominium/apartment,petaling,79.15,79.15,2023,2,0,2274.16,3,6,16,1,0,0,0,0,0,0.431,1.186,0.163,3.457,2.008,2.023,0.431,1.162,0.163,3.572,2.008,2.002,1,PE_076
484,1 - 1 1/2 storey terraced,klang,121.0,94.0,2023,0,1,5212.77,0,1,4,0,1,0,0,0,0,2.069,1.401,0.057,3.621,2.026,2.361,2.096,1.605,0.452,4.033,2.23,2.258,1,KL_023
58769,1 - 1 1/2 storey terraced,kuala langat,127.0,72.0,2024,0,0,5555.56,0,0,0,0,0,0,0,0,0,2.349,1.564,2.359,6.671,9.062,13.465,2.3,1.374,2.359,7.227,10.264,24.44,0,KU_006
42852,2 - 2 1/2 storey terraced,gombak,191.0,164.0,2023,0,1,3780.49,1,0,5,15,0,0,0,0,0,0.638,3.516,0.0,0.376,3.029,19.007,0.472,3.701,0.0,0.271,2.812,32.643,0,GO_004
30903,condominium/apartment,kuala lumpur,10.2,10.2,2024,43,0,60588.24,2,2,4,5,0,3,119929,159785,279714,3.424,0.556,2.17,2.586,2.822,2.846,3.775,3.142,2.323,3.142,4.632,2.488,1,KU_042
16657,2 - 2 1/2 storey terraced,petaling,194.0,153.0,2024,0,0,5098.04,2,4,4,3,1,0,0,0,0,0.457,1.313,0.925,0.619,1.804,2.398,0.518,1.37,1.017,1.226,2.26,2.593,1,PE_079
20283,1 - 1 1/2 storey terraced,hulu langat,153.29,78.0,2024,0,1,5448.72,3,5,3,0,0,0,0,0,0,0.899,1.001,0.513,3.495,5.55,2.631,0.868,0.897,0.513,3.556,5.272,3.812,1,HU_011
64193,condominium/apartment,sepang,94.0,94.0,2023,11,1,4787.23,2,1,1,1,0,0,0,0,0,2.179,1.819,2.0,1.465,1.556,5.137,2.239,2.855,1.978,1.215,1.418,5.891,0,SE_097
39226,1 - 1 1/2 storey terraced,klang,144.0,110.0,2023,0,1,3681.82,2,0,0,0,0,0,0,0,0,1.2,1.844,2.962,5.861,3.544,6.66,0.999,1.594,3.211,5.94,4.325,6.428,0,KL_068
15996,condominium/apartment,kuala lumpur,7.9,7.9,2023,9,1,62658.23,4,7,5,3,0,6,1100728,1290240,2390968,0.451,0.807,0.557,1.299,2.14,0.412,0.609,1.228,0.982,0.975,2.469,0.859,1,KU_044
47744,2 - 2 1/2 storey terraced,hulu selangor,119.0,109.0,2024,0,1,4146.79,2,2,0,8,1,0,0,0,0,1.206,0.456,5.355,1.34,2.004,21.0,1.344,0.276,5.427,1.352,3.084,28.143,0,HU_039
21887,condominium/apartment,petaling,79.15,79.15,2023,8,0,3158.56,1,1,6,2,1,2,152429,146626,299055,0.194,1.464,0.782,1.183,1.328,0.776,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_062
2399,1 - 1 1/2 storey semi-detached,petaling,271.73,134.0,2024,0,0,5201.49,9,8,1,1,0,0,0,0,0,0.658,0.298,1.581,1.224,4.025,3.551,0.769,0.23,1.565,4.196,4.88,4.031,1,PE_074
45023,2 - 2 1/2 storey terraced,klang,255.0,128.0,2023,0,1,8218.75,0,1,2,4,0,0,0,0,0,3.363,2.499,1.468,1.618,2.999,8.447,3.337,3.04,1.508,1.761,3.002,8.616,0,KL_063
26903,2 - 2 1/2 storey terraced,petaling,130.06,116.0,2023,0,1,6370.69,3,8,9,3,0,1,79876,67971,147847,1.168,0.501,0.694,1.791,2.656,0.614,1.116,0.107,0.857,1.853,2.85,0.562,1,PE_076
2731,2 - 2 1/2 storey terraced,hulu langat,284.0,195.0,2023,0,0,5384.62,2,3,0,27,0,0,0,0,0,1.101,1.083,1.632,0.454,6.03,2.101,1.267,1.113,1.71,0.447,6.032,2.095,1,HU_010
27989,condominium/apartment,kuala lumpur,8.9,8.9,2024,2,1,56179.78,7,5,6,3,0,0,0,0,0,0.229,0.969,0.581,1.746,5.725,4.529,0.351,1.029,0.756,1.782,4.922,4.617,1,KU_032
62170,2 - 2 1/2 storey terraced,kuala langat,148.0,113.0,2024,0,1,2831.86,1,8,0,2,0,0,0,0,0,1.205,0.344,4.418,1.268,10.344,13.465,1.03,0.156,4.541,2.796,9.482,24.44,0,KU_007
50358,low-cost flat,gombak,60.82,60.82,2023,3,1,3123.97,1,0,6,1,1,0,0,0,0,1.783,3.205,0.565,0.049,1.127,7.701,0.436,0.602,0.0,0.0,0.0,6.298,0,GO_003
56453,condominium/apartment,kuala lumpur,8.56,8.56,2023,13,0,54906.54,5,5,2,1,1,1,0,23858,23858,1.402,2.131,1.928,3.547,3.339,5.157,1.86,1.011,2.088,0.493,4.654,4.015,0,KU_116
7059,low-cost flat,petaling,61.0,61.0,2024,3,0,2622.95,22,4,10,3,0,1,0,0,0,0.817,0.591,0.827,0.81,2.719,1.074,0.557,0.202,0.63,0.63,3.134,1.408,1,PE_078
9670,1 - 1 1/2 storey terraced,petaling,121.0,67.0,2023,0,1,10447.76,6,2,3,1,0,2,0,40710,40710,1.027,0.623,3.24,3.356,9.818,1.021,0.169,0.564,0.169,3.49,12.477,1.056,1,PE_061
